"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
43,"entrepreneur","married","high.school","no","yes","no","cellular","jul","thu",380,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"blue-collar","single","high.school","no","no","no","telephone","may","mon",396,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",114,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",222,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
38,"technician","married","professional.course","no","no","no","telephone","jun","mon",250,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
44,"services","married","high.school","unknown","yes","yes","cellular","aug","fri",34,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
36,"services","married","high.school","no","yes","no","cellular","may","tue",574,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
57,"retired","married","basic.4y","unknown","no","yes","telephone","jun","mon",302,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
44,"services","married","high.school","unknown","yes","no","cellular","aug","tue",157,3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
45,"admin.","single","high.school","unknown","unknown","unknown","cellular","may","tue",7,12,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
49,"technician","married","professional.course","unknown","yes","no","cellular","aug","wed",76,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
54,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","wed",159,2,4,1,"success",-0.1,93.2,-42,4.12,5195.8,"no"
56,"retired","married","professional.course","no","yes","no","cellular","aug","mon",202,5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"admin.","divorced","university.degree","no","no","no","cellular","aug","fri",197,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
44,"management","married","basic.6y","no","yes","yes","cellular","apr","wed",154,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"no"
54,"technician","divorced","basic.9y","no","yes","no","telephone","jun","mon",111,2,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
42,"technician","married","professional.course","no","no","yes","telephone","may","wed",96,5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"retired","married","basic.9y","no","yes","no","cellular","nov","thu",259,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
34,"blue-collar","single","basic.4y","unknown","no","yes","telephone","may","wed",135,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
35,"admin.","married","high.school","no","yes","yes","telephone","jun","fri",14,9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
52,"technician","married","professional.course","no","yes","no","cellular","nov","fri",632,1,999,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",36,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
38,"entrepreneur","married","basic.4y","no","yes","no","cellular","may","tue",360,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
46,"admin.","married","high.school","no","yes","no","cellular","oct","wed",143,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
53,"admin.","married","university.degree","no","yes","no","cellular","apr","tue",142,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
48,"entrepreneur","single","university.degree","no","yes","no","cellular","jul","tue",654,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
33,"services","married","high.school","unknown","no","no","telephone","jun","fri",78,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
31,"technician","single","university.degree","no","yes","no","cellular","jul","mon",90,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"technician","married","university.degree","no","no","no","cellular","jun","mon",108,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
49,"unemployed","married","basic.4y","unknown","yes","no","cellular","may","wed",804,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
42,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",62,2,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
27,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","thu",528,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
48,"admin.","married","high.school","no","no","no","cellular","nov","wed",1061,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
36,"admin.","divorced","high.school","no","yes","yes","telephone","may","tue",124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"blue-collar","married","basic.9y","no","no","yes","cellular","may","mon",49,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
25,"self-employed","single","university.degree","no","no","no","telephone","may","thu",241,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
31,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"technician","married","professional.course","no","no","no","cellular","aug","mon",123,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"no"
33,"admin.","single","university.degree","no","yes","yes","cellular","nov","tue",86,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
34,"technician","single","high.school","no","no","no","cellular","may","wed",63,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
51,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","fri",246,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"management","married","basic.6y","unknown","yes","no","telephone","jun","mon",166,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"technician","married","high.school","no","no","no","telephone","jun","mon",42,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
33,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",175,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
38,"blue-collar","divorced","basic.4y","no","yes","no","cellular","jul","tue",85,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
40,"self-employed","married","professional.course","no","no","no","telephone","jun","fri",20,18,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
55,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",358,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"management","single","high.school","no","no","yes","cellular","nov","tue",322,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
54,"services","divorced","high.school","no","yes","yes","cellular","oct","wed",178,4,3,1,"success",-1.1,94.601,-49.5,1.016,4963.6,"yes"
29,"technician","married","professional.course","no","no","no","telephone","jun","fri",29,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
40,"management","single","university.degree","no","no","no","cellular","jul","thu",309,2,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
45,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",119,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",22,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
25,"admin.","single","basic.9y","no","no","no","cellular","jul","mon",83,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
48,"technician","married","university.degree","unknown","no","no","cellular","aug","fri",66,4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
36,"admin.","married","high.school","unknown","yes","yes","cellular","aug","thu",163,5,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
48,"self-employed","married","university.degree","unknown","yes","no","telephone","may","thu",750,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
35,"blue-collar","single","basic.4y","unknown","no","no","cellular","jul","fri",260,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
42,"technician","married","basic.6y","no","yes","no","telephone","jun","wed",261,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
42,"entrepreneur","single","university.degree","no","no","no","cellular","nov","wed",131,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
42,"technician","married","professional.course","no","yes","yes","telephone","nov","mon",215,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
35,"admin.","single","high.school","no","yes","yes","cellular","may","tue",200,4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
41,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","thu",5,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
45,"unknown","married","unknown","no","no","yes","telephone","may","thu",160,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
24,"student","single","high.school","unknown","no","no","cellular","jul","tue",86,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
58,"technician","married","high.school","no","yes","yes","telephone","aug","thu",64,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
35,"technician","divorced","professional.course","no","no","no","telephone","may","fri",57,10,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
25,"technician","single","professional.course","no","yes","no","cellular","jul","mon",292,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",105,1,999,1,"failure",-1.8,93.369,-34.8,0.655,5008.7,"no"
30,"admin.","single","high.school","no","yes","no","telephone","may","fri",100,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
27,"admin.","single","university.degree","no","yes","no","cellular","nov","fri",264,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no"
48,"management","married","university.degree","no","yes","no","cellular","nov","fri",118,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
38,"technician","married","professional.course","no","yes","yes","telephone","jun","thu",46,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
36,"technician","married","basic.9y","no","yes","no","cellular","apr","mon",419,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
31,"technician","married","university.degree","no","yes","yes","cellular","jul","mon",385,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
38,"technician","married","professional.course","no","no","no","telephone","may","wed",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
53,"admin.","married","professional.course","no","yes","no","cellular","apr","mon",185,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"blue-collar","married","high.school","no","yes","yes","cellular","jul","mon",289,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",473,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
34,"technician","single","professional.course","no","yes","no","cellular","may","tue",325,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
59,"management","married","university.degree","no","no","no","cellular","aug","mon",163,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
53,"blue-collar","married","basic.9y","unknown","yes","yes","cellular","aug","thu",64,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
45,"unknown","married","unknown","unknown","yes","yes","telephone","jun","tue",138,5,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
35,"blue-collar","married","high.school","no","no","no","telephone","jun","wed",344,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
35,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",156,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",301,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
43,"housemaid","single","basic.9y","no","no","no","cellular","nov","tue",173,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
30,"admin.","single","university.degree","no","no","no","cellular","apr","thu",222,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
46,"services","married","high.school","no","yes","no","telephone","may","fri",290,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"management","married","university.degree","no","yes","no","telephone","may","wed",290,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
37,"technician","single","professional.course","no","no","no","telephone","jul","mon",280,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","oct","tue",213,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.737,5017.5,"yes"
32,"technician","single","university.degree","no","yes","no","cellular","jul","thu",72,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"services","single","high.school","no","no","no","cellular","jul","tue",191,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"admin.","single","university.degree","no","no","no","telephone","may","mon",470,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
60,"retired","married","university.degree","unknown","yes","no","telephone","may","fri",576,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
43,"services","divorced","high.school","no","yes","no","telephone","may","mon",191,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
38,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",2231,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
28,"services","single","university.degree","no","yes","no","cellular","jul","mon",316,4,999,0,"nonexistent",-2.9,92.469,-33.6,1.048,5076.2,"yes"
56,"retired","married","basic.4y","no","no","no","telephone","may","tue",55,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
58,"technician","married","basic.9y","no","yes","no","cellular","aug","mon",324,1,999,0,"nonexistent",-1.7,94.027,-38.3,0.904,4991.6,"yes"
36,"technician","married","professional.course","no","yes","no","cellular","may","wed",731,1,10,1,"success",-1.8,92.893,-46.2,1.334,5099.1,"yes"
32,"technician","married","university.degree","no","no","yes","telephone","may","thu",141,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
41,"services","divorced","unknown","no","no","no","telephone","may","fri",211,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","wed",147,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
41,"admin.","single","high.school","no","yes","no","cellular","may","fri",333,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
43,"management","married","university.degree","no","unknown","unknown","telephone","may","mon",193,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
35,"services","single","high.school","no","yes","no","telephone","may","fri",473,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
32,"technician","single","high.school","no","yes","no","telephone","may","wed",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"technician","married","university.degree","no","no","no","cellular","apr","mon",124,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"admin.","married","professional.course","no","no","no","cellular","jul","tue",214,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
59,"retired","married","university.degree","no","yes","no","cellular","aug","thu",77,4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
35,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","tue",71,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
47,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue",134,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","mon",55,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
33,"admin.","married","university.degree","no","no","no","telephone","jun","fri",80,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.732,4991.6,"no"
47,"management","divorced","university.degree","no","no","no","telephone","may","fri",63,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"housemaid","married","high.school","no","yes","no","cellular","jul","mon",194,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"self-employed","single","university.degree","unknown","yes","no","cellular","apr","thu",384,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
56,"technician","married","professional.course","no","yes","no","cellular","nov","fri",71,3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
27,"technician","married","professional.course","no","yes","no","cellular","jun","mon",492,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
40,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","tue",117,4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
41,"blue-collar","married","basic.9y","no","no","no","cellular","apr","tue",161,1,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,"no"
35,"self-employed","single","university.degree","no","no","no","cellular","may","fri",1243,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
45,"admin.","married","high.school","no","no","no","cellular","nov","mon",150,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
46,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",341,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.822,4991.6,"yes"
56,"self-employed","married","basic.9y","no","yes","no","cellular","aug","thu",176,7,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
44,"technician","single","professional.course","no","yes","yes","cellular","aug","fri",79,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"technician","divorced","professional.course","no","yes","no","telephone","may","thu",287,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
33,"entrepreneur","married","high.school","no","yes","no","cellular","nov","wed",902,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
47,"blue-collar","divorced","basic.9y","unknown","no","yes","telephone","jun","tue",258,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
39,"housemaid","married","basic.4y","unknown","no","no","telephone","may","wed",125,12,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"technician","married","high.school","no","yes","no","telephone","jun","wed",158,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
44,"technician","married","professional.course","no","no","no","cellular","may","mon",132,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
31,"admin.","married","university.degree","no","yes","no","cellular","may","tue",179,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
58,"housemaid","single","professional.course","no","no","no","cellular","apr","mon",158,2,6,2,"success",-1.8,93.749,-34.6,0.642,5008.7,"no"
30,"management","married","university.degree","no","no","no","cellular","nov","wed",72,5,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"admin.","married","high.school","no","no","no","telephone","may","mon",108,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"technician","married","professional.course","no","no","no","cellular","aug","mon",271,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"technician","divorced","high.school","no","yes","no","telephone","jul","mon",61,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",152,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
44,"blue-collar","married","basic.4y","unknown","no","yes","telephone","may","wed",218,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"self-employed","divorced","basic.4y","no","no","no","telephone","may","fri",212,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
35,"technician","married","professional.course","no","no","no","cellular","may","wed",66,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
52,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",283,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
37,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",251,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",59,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
32,"entrepreneur","single","university.degree","unknown","yes","no","telephone","may","tue",355,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","nov","mon",183,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
58,"admin.","married","high.school","no","yes","yes","cellular","aug","tue",314,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
31,"admin.","married","university.degree","no","no","no","cellular","jun","thu",81,2,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,"yes"
42,"admin.","married","high.school","no","no","no","cellular","jul","mon",110,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
44,"management","married","university.degree","no","yes","no","cellular","nov","mon",114,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
46,"housemaid","married","basic.9y","no","no","no","telephone","may","fri",322,5,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
44,"blue-collar","married","basic.9y","no","yes","no","telephone","apr","thu",455,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
32,"entrepreneur","married","university.degree","no","no","no","cellular","nov","tue",73,3,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"blue-collar","single","high.school","no","yes","no","telephone","apr","thu",668,3,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
70,"retired","married","basic.4y","no","yes","no","cellular","apr","wed",223,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
24,"management","single","university.degree","no","yes","no","telephone","may","thu",151,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
56,"blue-collar","married","unknown","unknown","yes","no","telephone","may","wed",508,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
33,"blue-collar","single","basic.9y","no","yes","no","telephone","may","tue",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"services","married","high.school","no","yes","no","cellular","nov","thu",282,2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
48,"services","married","high.school","unknown","yes","yes","cellular","aug","mon",72,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","wed",248,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
45,"admin.","married","high.school","no","yes","no","cellular","aug","fri",45,8,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
26,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",152,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
71,"retired","married","university.degree","no","no","no","cellular","aug","thu",148,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.829,5076.2,"no"
44,"services","divorced","high.school","unknown","yes","no","telephone","may","fri",115,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
56,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",11,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
58,"retired","married","high.school","no","yes","no","cellular","aug","fri",35,10,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
43,"services","divorced","high.school","no","no","no","cellular","jul","mon",388,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"admin.","married","university.degree","no","yes","no","cellular","may","thu",171,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
32,"admin.","divorced","high.school","no","yes","no","cellular","nov","mon",134,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
42,"admin.","single","unknown","no","no","no","telephone","may","mon",51,9,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"blue-collar","divorced","basic.4y","no","no","no","telephone","jun","mon",716,4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","mar","tue",265,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.652,5008.7,"no"
27,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",300,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
41,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","tue",320,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
44,"technician","divorced","professional.course","no","no","no","telephone","jun","thu",112,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
35,"admin.","single","university.degree","no","no","no","telephone","aug","tue",396,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"no"
32,"blue-collar","married","basic.6y","unknown","no","yes","telephone","jul","fri",191,2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
53,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","wed",545,24,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
30,"management","married","university.degree","no","no","yes","cellular","jul","wed",465,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
38,"housemaid","divorced","university.degree","no","yes","no","cellular","may","wed",873,3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes"
37,"technician","single","university.degree","no","yes","no","cellular","aug","tue",481,2,999,4,"failure",-1.7,94.027,-38.3,0.899,4991.6,"yes"
29,"admin.","single","university.degree","no","no","no","cellular","may","wed",720,1,6,2,"failure",-1.8,93.876,-40,0.672,5008.7,"no"
39,"housemaid","married","basic.4y","no","no","no","cellular","aug","thu",179,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
37,"technician","married","basic.9y","no","no","no","telephone","may","fri",71,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
46,"housemaid","married","basic.4y","no","yes","no","telephone","may","thu",158,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
38,"admin.","single","basic.9y","no","no","no","telephone","jun","thu",406,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
57,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","fri",168,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
45,"admin.","divorced","university.degree","no","yes","no","cellular","aug","thu",150,3,999,1,"failure",-2.9,92.201,-31.4,0.873,5076.2,"no"
33,"technician","single","professional.course","no","no","no","cellular","jul","tue",152,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
